,link,title,category,address,open_hours,popular_times,website,phone,plus_code,review_count,review_rating,reviews_per_rating,latitude,longitude,cid,status,descriptions,reviews_link,thumbnail,timezone,price_range,data_id,images,reservations,order_online,menu,owner,complete_address,about,user_reviews,geometry
0,https://www.google.com/maps/place/Shiv+Sagar+Family+Restaurant+%26+Bar/data=!4m2!3m1!1s0x3be7958a06ebb863:0x6e8caec9b18a05f5!10m1!1e1,Shiv Sagar Family Restaurant & Bar,Restaurant,"Shop Number 1, Shiv Sagar Family Restaurant & Bar, Tanvi Arcade, Shiv Mandir Rd, Dombivli East, Ramnagar, Maharashtra 421201","{""Friday"":[""10 am–12 am""],""Monday"":[""10 am–12 am""],""Saturday"":[""10 am–12 am""],""Sunday"":[""10 am–12 am""],""Thursday"":[""10 am–12 am""],""Tuesday"":[""10 am–12 am""],""Wednesday"":[""10 am–12 am""]}","{""Friday"":{""10"":39,""11"":49,""12"":52,""13"":51,""14"":49,""15"":50,""16"":56,""17"":68,""18"":80,""19"":89,""20"":89,""21"":80,""22"":64,""23"":45,""6"":0,""7"":0,""8"":0,""9"":0},""Monday"":{""10"":37,""11"":46,""12"":51,""13"":48,""14"":43,""15"":41,""16"":46,""17"":56,""18"":72,""19"":85,""20"":87,""21"":76,""22"":60,""23"":41,""6"":0,""7"":0,""8"":0,""9"":0},""Saturday"":{""10"":38,""11"":53,""12"":62,""13"":61,""14"":57,""15"":55,""16"":63,""17"":74,""18"":89,""19"":98,""20"":100,""21"":90,""22"":73,""23"":50,""6"":0,""7"":0,""8"":0,""9"":0},""Sunday"":{""10"":36,""11"":51,""12"":58,""13"":56,""14"":51,""15"":51,""16"":52,""17"":64,""18"":75,""19"":87,""20"":88,""21"":82,""22"":64,""23"":41,""6"":0,""7"":0,""8"":0,""9"":0},""Thursday"":{""10"":35,""11"":44,""12"":47,""13"":44,""14"":40,""15"":41,""16"":48,""17"":59,""18"":72,""19"":82,""20"":85,""21"":78,""22"":61,""23"":39,""6"":0,""7"":0,""8"":0,""9"":0},""Tuesday"":{""10"":38,""11"":46,""12"":48,""13"":44,""14"":40,""15"":39,""16"":44,""17"":55,""18"":69,""19"":79,""20"":79,""21"":71,""22"":56,""23"":37,""6"":0,""7"":0,""8"":0,""9"":0},""Wednesday"":{""10"":42,""11"":52,""12"":54,""13"":50,""14"":44,""15"":45,""16"":50,""17"":63,""18"":75,""19"":86,""20"":85,""21"":77,""22"":62,""23"":43,""6"":0,""7"":0,""8"":0,""9"":0}}",,084518 19090,"637Q+XC Dombivli East, Dombivli, Maharashtra",1585,4.0,"{""1"":90,""2"":56,""3"":272,""4"":486,""5"":681}",19.214941,73.088541,7965934022201837045,Open ⋅ Closes 12 am,,https://search.google.com/local/reviews?placeid=ChIJY7jrBoqV5zsR9QWKscmujG4&q=Shiv+Sagar+Family+Restaurant+%26+Bar&authuser=0&hl=en&gl=IN,https://lh5.googleusercontent.com/p/AF1QipNOxuxIoPbCaxSZPZlWkmfR7xatkMfvypf1QBoR=w408-h544-k-no,Asia/Calcutta,₹₹,0x3be7958a06ebb863:0x6e8caec9b18a05f5,"[{""title"":""All"",""image"":""https://lh5.googleusercontent.com/p/AF1QipNOxuxIoPbCaxSZPZlWkmfR7xatkMfvypf1QBoR=w224-h298-k-no""},{""title"":""Menu"",""image"":""https://lh5.googleusercontent.com/p/AF1QipMF2UVfxizRE7cLRRuEQLaOjp_6tFa8gDufoDtZ=w224-h336-k-no""},{""title"":""Videos"",""image"":""https://lh5.googleusercontent.com/p/AF1QipNMJklX3rRAnewLd36cpa8QdkR5nxjslb-rLzNr=w224-h398-k-no""},{""title"":""Food \u0026 drink"",""image"":""https://lh5.googleusercontent.com/p/AF1QipMlShqigWhdLl8oMOKUOzDd_cEmtH3Ob11S_y1f=w289-h298-k-no""},{""title"":""Vibe"",""image"":""https://lh5.googleusercontent.com/p/AF1QipMax5eH2SxPEBaNbT6UMbHLBMIW_texFaNF4Y-E=w529-h298-k-no""},{""title"":""Chicken Wings"",""image"":""https://lh5.googleusercontent.com/p/AF1QipPIRWewcp_vXO6sfwDiTSk8dXqjdnKvXC38cyqB=w224-h298-k-no""},{""title"":""By owner"",""image"":""https://lh5.googleusercontent.com/p/AF1QipN2itvcMO_8fgJilEoj0fvzq15Tnw6tFCWbCrrE=w397-h298-k-no""},{""title"":""Street View \u0026 360°"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gm7aW2qmaYbgkv-nf4KqjA\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=351.93845\u0026pitch=0\u0026thumbfov=100""}]",,,"{""link"":"""",""source"":""""}","{""id"":""116927329272790465745"",""name"":""Shiv Sagar Family Restaurant \u0026 Bar (Owner)"",""link"":""https://www.google.com/maps/contrib/116927329272790465745""}","{""borough"":""Ramnagar, Dombivli East"",""street"":""Shop Number 1, Tanvi Arcade, Shiv Mandir Rd"",""city"":""Ramnagar, Dombivli"",""postal_code"":""421201"",""state"":""Maharashtra"",""country"":""IN""}","[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""No-contact delivery"",""enabled"":false},{""name"":""Delivery"",""enabled"":false},{""name"":""Takeaway"",""enabled"":false},{""name"":""Dine-in"",""enabled"":false}]},{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair-accessible car park"",""enabled"":false},{""name"":""Wheelchair-accessible entrance"",""enabled"":false},{""name"":""Wheelchair-accessible seating"",""enabled"":false},{""name"":""Wheelchair-accessible toilet"",""enabled"":false}]},{""id"":""offerings"",""name"":""Offerings"",""options"":[{""name"":""Alcohol"",""enabled"":false},{""name"":""All you can eat"",""enabled"":false},{""name"":""Beer"",""enabled"":false},{""name"":""Cocktails"",""enabled"":false},{""name"":""Coffee"",""enabled"":false},{""name"":""Late-night food"",""enabled"":false},{""name"":""Small plates"",""enabled"":false},{""name"":""Spirits"",""enabled"":false},{""name"":""Wine"",""enabled"":false}]},{""id"":""dining_options"",""name"":""Dining options"",""options"":[{""name"":""Lunch"",""enabled"":false},{""name"":""Dinner"",""enabled"":false},{""name"":""Dessert"",""enabled"":false}]},{""id"":""amenities"",""name"":""Amenities"",""options"":[{""name"":""Bar on site"",""enabled"":false},{""name"":""Toilets"",""enabled"":false}]},{""id"":""atmosphere"",""name"":""Atmosphere"",""options"":[{""name"":""Casual"",""enabled"":false}]},{""id"":""crowd"",""name"":""Crowd"",""options"":[{""name"":""Groups"",""enabled"":false}]},{""id"":""planning"",""name"":""Planning"",""options"":[{""name"":""Accepts reservations"",""enabled"":false}]},{""id"":""payments"",""name"":""Payments"",""options"":[{""name"":""Credit cards"",""enabled"":false},{""name"":""Debit cards"",""enabled"":false},{""name"":""Mobile Wallets"",""enabled"":false},{""name"":""Credit cards"",""enabled"":false}]},{""id"":""children"",""name"":""Children"",""options"":[{""name"":""Good for kids"",""enabled"":false}]}]","[{""Name"":""suma nayak"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjU0M4_nOxKIQChk4U5BklqHuRGtGQkwTY3Q5t78WAzbNGo=s120-c-rp-mo-ba2-br100"",""Rating"":5,""Description"":""The quality, taste of food served at Shiv Sagar is awesome and delectable. The staff is quite humble and service provided is amazing. Highly and always recommended 😊"",""Images"":null,""When"":""a month ago""},{""Name"":""hawk eye"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjXkVjtnQxEu623emDSKVj_qx_-yaZP727Z28gRrUMeJ6vU=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""Ok type of restaurant , nice food  and average service . The sitting arrangements are some what odd in the upper area . the family room is kind of smoking zone so better sit in the outside area of upper area . The restaurant do not have any parking for four vehicles . Parking at your own risk . Two wheelers can be parked in the road side common parking ."",""Images"":null,""When"":""4 months ago""},{""Name"":""Krishnan K N"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjUFYzg-0ldiaN8sk_zH-pnZKZKO-nVFUH8FA1_uJbu1aQ=s120-c-rp-mo-ba4-br100"",""Rating"":4,""Description"":""Good Reliable place to eat. However, in afternoons during lunch time, i have found the place is full to brim. You have to sit congested in Two seaters or Four seaters as the table and chair size can only fit 4 children comfortable in 4 seaters\u0026 2 children in 2 seaters.Please note the food items are Rs  10-20  costly than other nearby hotels.(Talking points above about non AC section only)"",""Images"":null,""When"":""4 months ago""},{""Name"":""Nabanita Sarkar"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjWP0FGVQAvyA7HGYwLIU03HkxlCivUNCIEW_ya-H6vcIG50=s120-c-rp-mo-ba4-br100"",""Rating"":4,""Description"":""Great quality of food. Service is great. A must visit restaurant for dining."",""Images"":[""https://lh5.googleusercontent.com/p/AF1QipMYPrzz-fNqWYPwu6CwfUN5ILL4QXSwvrNPx0vg=w150-h150-k-no-p"",""https://lh5.googleusercontent.com/p/AF1QipMIFP2LsYZLkKDls8RdLpYyGYRSraFisuPR8MWM=w150-h150-k-no-p"",""https://lh5.googleusercontent.com/p/AF1QipP7kqroYvptA5LA9LDIcs9A_IlD4GM-m4eXOkhG=w150-h150-k-no-p"",""https://lh5.googleusercontent.com/p/AF1QipN-8Cd5Fr8Ac2yZUhe7MogSeIUJk3smUjopqArw=w150-h150-k-no-p""],""When"":""a year ago""},{""Name"":""Aniket Salgaonkar"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocJpFOrAmxlhj0H200sMPCRVo1yxJxS4pocGxzZAFnXy=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""Good food quality and quantity also.Staff served welled manner."",""Images"":null,""When"":""2 months ago""},{""Name"":""Lalith Varman"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocJtuSaun6YNnKxr_dapHq1v10SkWaAMswWYRD6iW_0D=s120-c-rp-mo-ba3-br100"",""Rating"":3,""Description"":""Food is nice sabji cost is higher slightly..."",""Images"":null,""When"":""2 weeks ago""},{""Name"":""Aishwarya Kothari"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjUJttUheqzDbByzU3IQmXfsSXyJkg0nIR4Y8F-sy-arwje2=s120-c-rp-mo-ba3-br100"",""Rating"":4,""Description"":""Very crowded during weekends. Decent food and service."",""Images"":null,""When"":""2 months ago""},{""Name"":""Shutters Of India"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjW07dXLzMAT4WAtcxnR3DiGwdvrIeCj7YBpZ92TGaQLb1Ln=s120-c-rp-mo-ba6-br100"",""Rating"":4,""Description"":""Good food and drinks at reasonable price. Average service level"",""Images"":[""https://lh5.googleusercontent.com/p/AF1QipOyaA7m4vhR2j9a1fF_WsprB04uKu9KW--YcieD=w150-h150-k-no-p"",""https://lh5.googleusercontent.com/p/AF1QipOThEXh4jKUQeaj-FnYITixq4BlY8BkkN-VakP6=w150-h150-k-no-p"",""https://lh5.googleusercontent.com/p/AF1QipP0jQgiKYmy3uo1J3__8yrXbqgo1kTVJyQc57ed=w150-h150-k-no-p""],""When"":""4 years ago""}]",POINT (73.088541 19.214941)
1,https://www.google.com/maps/place/Asian+Feast+A%2FC+Family+Restaurant/data=!4m2!3m1!1s0x3be7954f81a3b9f7:0x2f3acc9197499b4b!10m1!1e1,Asian Feast A/C Family Restaurant,Family restaurant,"New Kalyan Rd, Azde Gaon, Trimurti Nagar, Dombivli East, Dombivli, Maharashtra 421201","{""Friday"":[""11:30 am–11:30 pm""],""Monday"":[""11:30 am–11:30 pm""],""Saturday"":[""11:30 am–11:30 pm""],""Sunday"":[""11:30 am–11:30 pm""],""Thursday"":[""11:30 am–11:30 pm""],""Tuesday"":[""11:30 am–11:30 pm""],""Wednesday"":[""11:30 am–11:30 pm""]}","{""Friday"":{""10"":0,""11"":25,""12"":6,""13"":0,""14"":0,""15"":6,""16"":12,""17"":12,""18"":25,""19"":18,""20"":25,""21"":25,""22"":31,""23"":50,""6"":0,""7"":0,""8"":0,""9"":0},""Monday"":{""10"":0,""11"":31,""12"":68,""13"":31,""14"":12,""15"":6,""16"":18,""17"":37,""18"":31,""19"":31,""20"":37,""21"":12,""22"":6,""23"":0,""6"":0,""7"":0,""8"":0,""9"":0},""Saturday"":{""10"":0,""11"":56,""12"":68,""13"":75,""14"":75,""15"":62,""16"":75,""17"":68,""18"":50,""19"":25,""20"":25,""21"":6,""22"":0,""23"":6,""6"":0,""7"":0,""8"":0,""9"":0},""Sunday"":{""10"":0,""11"":37,""12"":81,""13"":100,""14"":87,""15"":68,""16"":37,""17"":43,""18"":56,""19"":68,""20"":75,""21"":31,""22"":25,""23"":12,""6"":0,""7"":0,""8"":0,""9"":0},""Thursday"":{""10"":0,""11"":37,""12"":81,""13"":62,""14"":62,""15"":56,""16"":50,""17"":56,""18"":75,""19"":50,""20"":62,""21"":68,""22"":56,""23"":43,""6"":0,""7"":0,""8"":0,""9"":0},""Tuesday"":{""10"":0,""11"":37,""12"":37,""13"":31,""14"":50,""15"":50,""16"":50,""17"":62,""18"":50,""19"":43,""20"":12,""21"":12,""22"":12,""23"":37,""6"":0,""7"":0,""8"":0,""9"":0},""Wednesday"":{""10"":0,""11"":25,""12"":62,""13"":37,""14"":37,""15"":50,""16"":75,""17"":56,""18"":50,""19"":68,""20"":62,""21"":87,""22"":62,""23"":93,""6"":0,""7"":0,""8"":0,""9"":0}}",,089284 67107,"6483+X4 Dombivli, Maharashtra",3,5.0,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":3}",19.217418,73.102767,3403257394112338763,Open ⋅ Closes 11:30 pm,,https://search.google.com/local/reviews?placeid=ChIJ97mjgU-V5zsRS5tJl5HMOi8&q=Asian+Feast+A/C+Family+Restaurant&authuser=0&hl=en&gl=IN,https://lh5.googleusercontent.com/p/AF1QipOT7YTD02brnWcOKmRPDut_fssunxrgJObriwy_=w408-h539-k-no,Asia/Calcutta,,0x3be7954f81a3b9f7:0x2f3acc9197499b4b,"[{""title"":""All"",""image"":""https://lh5.googleusercontent.com/p/AF1QipM7X3YTYhRC25ypWxTwYMu8c5Cz-UaPt2SYEqjj=w224-h366-k-no""},{""title"":""Menu"",""image"":""https://lh5.googleusercontent.com/p/AF1QipOYBfHmWiWdUNZ9rnwOp6uSIuWPCE11nsh0LNfA=w224-h318-k-no""},{""title"":""Food \u0026 drink"",""image"":""https://lh5.googleusercontent.com/p/AF1QipP5tDWkCCxGwfQts80vCDUgTltBsio6MF8c3Zx7=w224-h339-k-no""},{""title"":""By owner"",""image"":""https://lh5.googleusercontent.com/p/AF1QipOOzl5pp6hPQIxVMcVIJQf3dlMV_XSIJKpXmEvF=w447-h298-k-no""}]",,"[{""link"":""http://zoma.to/r/20556263"",""source"":""zoma.to""}]","{""link"":""https://drive.google.com/file/d/1lQ3wFHqkEkcpm05zqKkUlIqL9GtB0xRu/view?usp=share_link"",""source"":""drive.google.com""}","{""id"":""108486639753438136775"",""name"":""Asian Feast A/C Family Restaurant (Owner)"",""link"":""https://www.google.com/maps/contrib/108486639753438136775""}","{""borough"":""Azde Gaon, Trimurti Nagar, Dombivli East"",""street"":""New Kalyan Rd"",""city"":""Dombivli"",""postal_code"":""421201"",""state"":""Maharashtra"",""country"":""IN""}","[{""id"":""from_the_business"",""name"":""From the business"",""options"":[{""name"":""Identifies as women-owned"",""enabled"":false}]},{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""Kerbside pickup"",""enabled"":false},{""name"":""No-contact delivery"",""enabled"":false},{""name"":""Delivery"",""enabled"":false},{""name"":""Drive-through"",""enabled"":false},{""name"":""Takeaway"",""enabled"":false},{""name"":""Dine-in"",""enabled"":false}]},{""id"":""offerings"",""name"":""Offerings"",""options"":[{""name"":""Late-night food"",""enabled"":false},{""name"":""Organic dishes"",""enabled"":false},{""name"":""Small plates"",""enabled"":false},{""name"":""Vegetarian options"",""enabled"":false}]},{""id"":""dining_options"",""name"":""Dining options"",""options"":[{""name"":""Brunch"",""enabled"":false},{""name"":""Lunch"",""enabled"":false},{""name"":""Dinner"",""enabled"":false},{""name"":""Catering"",""enabled"":false},{""name"":""Counter service"",""enabled"":false},{""name"":""Dessert"",""enabled"":false},{""name"":""Seating"",""enabled"":false}]},{""id"":""amenities"",""name"":""Amenities"",""options"":[{""name"":""Wi-Fi"",""enabled"":false},{""name"":""Wi-Fi"",""enabled"":false},{""name"":""Toilets"",""enabled"":false}]},{""id"":""atmosphere"",""name"":""Atmosphere"",""options"":[{""name"":""Casual"",""enabled"":false}]},{""id"":""crowd"",""name"":""Crowd"",""options"":[{""name"":""Family friendly"",""enabled"":false},{""name"":""Groups"",""enabled"":false},{""name"":""LGBTQ+ friendly"",""enabled"":false}]},{""id"":""planning"",""name"":""Planning"",""options"":[{""name"":""Accepts reservations"",""enabled"":false}]},{""id"":""payments"",""name"":""Payments"",""options"":[{""name"":""Credit cards"",""enabled"":false},{""name"":""Debit cards"",""enabled"":false},{""name"":""Google Pay"",""enabled"":false},{""name"":""Mobile Wallets"",""enabled"":false}]},{""id"":""children"",""name"":""Children"",""options"":[{""name"":""Good for kids"",""enabled"":false},{""name"":""Kids' menu"",""enabled"":false}]}]","[{""Name"":""Randhir Suryavanshi"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjXLrUcQ2jHl0Wxtv1mrcnCYb2mgtBrfm7QAN1fexRtEYw=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""Delicious Chinese food...👌👌👍👍"",""Images"":null,""When"":""a week ago""},{""Name"":""fardeen khan"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjXS-y5Ad_TBHQcRMiGbCHiL7bjB-Q0zTNgfsw-lDDd3=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""Awesome taste and good service 👍🏻👍🏻👍🏻"",""Images"":null,""When"":""2 years ago""},{""Name"":""Monish Thankar"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjU_MR96oHqE1TAzmB5B2NObzUVyZSiMFPmeE-aHrTIm1cGQ=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""Amazing experience"",""Images"":null,""When"":""a year ago""}]",POINT (73.102767 19.217418)
